Name,Frequency,Avg_Popularity,Avg_Revenue
Sean Gunn,2,10.630008,162069.0
Tom Cullen,3,7.259458333333334,156649.0
Merle Kennedy,1,8.650779,150277.0
Rachel David,1,8.650779,150277.0
Chandler Riley Hecht,1,8.650779,150277.0
Nichole Hiltz,1,8.650779,150277.0
Alexie Gilmore,2,5.915626,147875.0
Nieve de Medina,1,3.663108,146402.0
Aida Folch,1,3.663108,146402.0
José Ángel Egido,1,3.663108,146402.0
Laura Domínguez,1,3.663108,146402.0
Enrique Villén,1,3.663108,146402.0
Serge Riaboukine,1,3.663108,146402.0
Pepo Oliva,1,3.663108,146402.0
Neil Maskell,2,8.057243,146190.0
Billy Gallo,1,3.942464,143451.0
Tony Luke Jr.,1,3.942464,143451.0
John Capodice,1,3.942464,143451.0
Ken Garito,1,3.942464,143451.0
Sandra Echeverría,1,0.122874,140987.0
Sapphire Boyce,1,1.458884,140666.0
Christian Byers,1,1.458884,140666.0
Anna Linarello,1,1.458884,140666.0
Denise Roberts,1,1.458884,140666.0
Robert Morgan,1,1.458884,140666.0
Heather Goldenhersh,3,7.753441666666667,138975.0
Edie Falco,3,2.840131,127140.0
Andrej Annenski,1,11.946898,126247.0
Kim De Angelo,1,1.892183,124494.0
Zhenya Kolykhanov,1,1.892183,124494.0
Igor Yuzov,1,1.892183,124494.0
George L. Casillas,1,1.892183,124494.0
Oleg Bernov,1,1.892183,124494.0
Justin McGuire,1,1.892183,124494.0
Jeffrey Falcon,1,1.892183,124494.0
Stephane Gauger,1,1.892183,124494.0
Clifford Hugo,1,1.892183,124494.0
Avi Sills,1,1.892183,124494.0
Kelli Williams,1,0.037073,123509.0
Jill Schoelen,1,0.037073,123509.0
Lucy Deakins,1,0.037073,123509.0
Kristin Minter,1,0.037073,123509.0
Carl Cox,1,3.911445,120620.0
Mike Wilmot,1,3.911445,120620.0
Steve Oram,1,3.911445,120620.0
Pete Tong,1,3.911445,120620.0
Beatriz Batarda,1,3.911445,120620.0
Paul Spence,1,3.911445,120620.0
Spencer Curnutt,1,21.230737,120000.0
Olivia Wickline,1,21.230737,120000.0
Aislinn DeButch,1,21.230737,120000.0
Chris Henry Coffey,1,21.230737,120000.0
A.J. Buckley,4,1.60342625,116000.0
Ivan Martin,1,3.643608,113783.0
Mandy Siegfried,1,3.643608,113783.0
Dave Parnell,1,0.126676,111300.0
"Brendan ""Doogie"" Milewski",1,0.126676,111300.0
Donald Austin,1,0.126676,111300.0
Sissy Petropoulou,1,28.858238,110197.0
Anna Kalaitzidou,1,28.858238,110197.0
Michele Valley,1,28.858238,110197.0
Hristos Passalis,1,28.858238,110197.0
Steve Krikris,1,28.858238,110197.0
Alexander Voulgaris,1,28.858238,110197.0
Angeliki Papoulia,1,28.858238,110197.0
Christos Stergioglou,1,28.858238,110197.0
Mary Tsoni,1,28.858238,110197.0
Ning Jing,1,4.065212,108348.0
Hu Ge,1,4.065212,108348.0
Winston Chao,1,4.065212,108348.0
Sun Chun,1,4.065212,108348.0
Yu Shao-Qun,1,4.065212,108348.0
Jaycee Chan,1,4.065212,108348.0
Luis Fernando Peña,1,4.624691,107559.0
Philip Ettinger,3,5.356626666666666,106428.33333333333
Cal Macaninch,2,14.207675,104848.0
Andrew Greiche,1,1.781462,103735.0
Zoe Sloane,1,1.781462,103735.0
Kahiry Bess,1,1.781462,103735.0
Samuel Soifer,1,1.781462,103735.0
Alisha Naragsheth,1,1.781462,103735.0
Amancaya Aguilar,1,1.781462,103735.0
Alyssa Wheeldon,1,1.781462,103735.0
Kellie Geradi,1,1.781462,103735.0
Jade Viggiano,1,1.781462,103735.0
Greg Crowe,1,1.781462,103735.0
Goran Kostić,3,10.360074666666666,101292.33333333333
David Hewlett,5,17.028751,100363.6
Tsuyoshi Ujiki,1,0.212443,99000.0
Denden,1,0.212443,99000.0
Yukijiro Hotaru,1,0.212443,99000.0
Masahiro Toda,1,0.212443,99000.0
Shun Nakayama,1,0.212443,99000.0
Masato Hagiwara,1,0.212443,99000.0
Ren Osugi,1,0.212443,99000.0
Misayo Haruki,1,0.212443,99000.0
Anna Nakagawa,1,0.212443,99000.0
Roxane Mesquida,1,9.108949,98017.0
Charley Koontz,1,9.108949,98017.0
Daniel Quinn,1,9.108949,98017.0
Gemma-Leah Devereux,1,7.447714,95000.0
John McDonnell,1,7.447714,95000.0
Tommy Knight,1,7.447714,95000.0
Ross Noble,1,7.447714,95000.0
Terrance Zdunich,2,3.2859385,94063.0
Nivek Ogre,2,3.2859385,94063.0
Robin Hill,2,6.766710000000001,90880.0
John Speredakos,1,14.386807,78396.0
Alison Bartlett,1,14.386807,78396.0
George Riddle,1,14.386807,78396.0
Lissa Patton Rudder,1,0.362633,76901.0
Jennifer L. Schaper,1,0.362633,76901.0
Marshall Lewy,1,0.362633,76901.0
Kate Dollenmayer,1,0.362633,76901.0
Sabrina Hawthorne,1,0.362633,76901.0
Mark Capraro,1,0.362633,76901.0
Christian Rudder,1,0.362633,76901.0
Myles Paige,1,0.362633,76901.0
Danny Miller,1,0.362633,76901.0
Mark Herlehy,1,0.362633,76901.0
Gina Bellman,1,2.609057,76382.0
Conrad Dunn,1,2.609057,76382.0
Angela Bettis,2,5.986364,75138.5
Luis Tosar,2,6.4000365,73201.0
Joey Jameka,1,0.301884,71904.0
Vivica Watkins,1,0.301884,71904.0
Andrea Bowen,1,0.301884,71904.0
Christine Adams,1,0.301884,71904.0
Rudy Levarity,1,0.301884,71904.0
Amber Hay,1,2.404626,69497.0
Jeffrey Nordling,1,2.404626,69497.0
Patrick Kerton,1,10.19041,66351.0
Jason Cavalier,1,10.19041,66351.0
Allison Graham,1,10.19041,66351.0
Charlie Schlatter,2,8.5022965,63123.5
Noah Wyle,2,0.1279045,61754.5
Amy Madigan,2,1.822597,56891.5
Gus Van Sant,1,6.978907,56825.0
Victor of Aquitaine,1,6.978907,56825.0
James Deen,1,6.978907,56825.0
Jim Boeven,1,6.978907,56825.0
Jarod Einsohn,1,6.978907,56825.0
Chris Zeischegg,1,6.978907,56825.0
Tenille Houston,1,6.978907,56825.0
Pía Reyes,1,7.502934,54207.0
James T. Callahan,1,7.502934,54207.0
J. Trevor Edmond,1,7.502934,54207.0
Julian Scott Urena,1,7.502934,54207.0
Nancy Drake,1,6.500835,53086.0
Judy Cook,1,6.500835,53086.0
Winta McGrath,1,6.500835,53086.0
Zen McGrath,1,6.500835,53086.0
Carson Nattrass,1,6.500835,53086.0
David Bowe,2,6.589496500000001,49008.5
Thomas F. Duffy,2,9.169474000000001,49008.5
Jeannie Berlin,1,4.898424,46495.0
Victoria Profeta,1,8.207425,46488.0
Thampy Antony,1,8.207425,46488.0
Harvey Weinstein,1,0.666218,45779.0
Coolio,1,0.666218,45779.0
Chuck D.,1,0.666218,45779.0
Danielle Guldin,1,2.964785,45000.0
Jennifer Finnigan,1,2.964785,45000.0
Dana Ashbrook,1,2.964785,45000.0
Clark Johnson,1,8.45342,44462.0
Zachary Knighton,3,8.547035666666666,44116.333333333336
Peggy Walton-Walker,1,6.085879,42145.0
Eisa Davis,1,6.085879,42145.0
Sharon Landry,1,6.085879,42145.0
Tiffany Coty,1,6.085879,42145.0
Brenda Cooney,2,11.507646,39198.0
Gregory Jones,1,12.496261,33245.0
Tim House,1,12.496261,33245.0
Traci Hovel,1,12.496261,33245.0
James Godwin,1,12.496261,33245.0
Johnny Flynn,1,6.349218,32251.0
Rick Roberts,1,4.680206,32000.0
Beatriz Yuste,1,4.680206,32000.0
Daniel Fathers,1,4.680206,32000.0
Hrant Alianak,1,4.680206,32000.0
Louis Negin,1,4.680206,32000.0
Tony Burgess,1,4.680206,32000.0
Lisa Houle,1,4.680206,32000.0
Genevieve Alexandra,1,19.331884,31081.0
Joshua De La Garza,1,19.331884,31081.0
Megan Duffy,1,19.331884,31081.0
America Olivo,1,19.331884,31081.0
Jan Broberg,1,19.331884,31081.0
Dan Hunter,1,19.331884,31081.0
Fallon Goodson,1,5.974156,30905.0
Ricky Schroder,4,2.06055025,30877.25
Brian Mahoney,1,34.917447,30471.0
David Ferry,1,34.917447,30471.0
Nancy Brinker,1,0.097913,25000.0
Susan Love,1,0.097913,25000.0
Barbara Brenner,1,0.097913,25000.0
Barbara Ehrenreich,1,0.097913,25000.0
Samantha King,1,0.097913,25000.0
Peggy Roeder,2,4.539042500000001,23244.0
Michael Mantell,2,5.189356500000001,23244.0
Karl Markovics,1,1.833058,23000.0
Oliver Korittke,1,1.833058,23000.0
Nicolette Krebitz,1,1.833058,23000.0
David Tristan Birkin,1,1.833058,23000.0
Jennifer Blanc,1,11.882563,22000.0
Iván González,1,11.882563,22000.0
Abbey Thickson,1,11.882563,22000.0
Juliana Kiehl,1,12.185204,20380.0
Sonia Doubell,1,12.185204,20380.0
Steffan Boje,1,12.185204,20380.0
Mikko Nousiainen,1,5.727602,17479.0
Maddison Brown,1,5.145655,17472.0
Nicholas Hamilton,1,5.145655,17472.0
Meyne Wyatt,1,5.145655,17472.0
Sean Keenan,1,5.145655,17472.0
Megan Alston,1,5.145655,17472.0
Martin Dingle-Wall,1,5.145655,17472.0
Lisa Flanagan,1,5.145655,17472.0
Georgina Reilly,2,2.411995,16816.0
Nick Damici,2,11.5161765,16634.0
Ben Rosenfield,2,5.9876035,16125.5
Justin Kirk,2,4.316581,15452.5
Senta Berger,1,3.490215,14873.0
Mario Adorf,1,3.490215,14873.0
Jim Hutton,1,3.490215,14873.0
Helen Reddy,1,6.507094,14870.0
Collin Bernsen,1,0.578798,10508.0
Pato Hoffmann,1,0.578798,10508.0
Yvonne Russo,1,0.578798,10508.0
Carol Potter,1,0.578798,10508.0
Kimberly Guerrero,1,0.578798,10508.0
Valerie Red-Horse,1,0.578798,10508.0
Mark Abbott,1,0.578798,10508.0
Jonathon Trent,1,2.175696,10018.0
Alex Boling,1,2.175696,10018.0
Tony Armatrading,1,2.175696,10018.0
Kerry Peacock,1,1.330379,10000.0
Julia Deakin,1,1.330379,10000.0
Gareth Tunley,1,1.330379,10000.0
Robert Hill,1,1.330379,10000.0
David Schaal,1,1.330379,10000.0
Mark Kempner,1,1.330379,10000.0
Young Jeezy,1,1.728816,9069.0
Juanita Jennings,1,1.728816,9069.0
Jowharah Jones,1,1.728816,9069.0
Darris Love,1,1.728816,9069.0
Ron Jeremy,4,10.51060075,7617.75
Ian Bohen,1,1.260314,7202.0
Paul Blackthorne,1,1.260314,7202.0
Oliver Stark,1,8.842722,6399.0
Tristan Gemmill,1,8.842722,6399.0
Daniel Wilde,1,8.842722,6399.0
Xavier Atkins,1,8.842722,6399.0
Jordana Spiro,2,2.7641989999999996,5009.0
Christopher Darga,2,1.108668,3601.0
Lily Autumn Page,1,0.039007,3330.0
Grant Boyd,1,0.039007,3330.0
Michael Derek,1,0.039007,3330.0
Michael Brainard,1,0.039007,3330.0
Robert Fontaine,1,0.039007,3330.0
Keeley Hawes,3,10.917939000000002,2148.3333333333335
Sean Tucker,1,0.143784,1632.0
Alexis Maitland,1,0.143784,1632.0
Alain Goulem,1,0.143784,1632.0
Paul Braunstein,1,0.143784,1632.0
Karl Claude,1,0.143784,1632.0
Peter Michael Dillon,1,0.143784,1632.0
Jean-Louis Costes,1,32.476098,792.0
Michel Gondoin ,1,32.476098,792.0
Stéphane Drouot,1,32.476098,792.0
Mourad Khima,1,32.476098,792.0
Hellal,1,32.476098,792.0
Albert Dupontel,1,32.476098,792.0
Philippe Nahon,3,15.437828666666666,264.0
Richard Spore,1,0.293649,203.0
Charis Michelsen,1,0.293649,203.0
Tom Larson,1,0.293649,203.0
Raj Babbar,1,0.114342,126.0
Mithun Chakraborty,1,0.114342,126.0
Himesh Reshammiya,1,0.114342,126.0
Asin Thottumkal,1,0.114342,126.0
Claire Skinner,1,1.939054,92.0
Bradley Johnson,1,1.939054,92.0
Michael Bell,2,6.4229925,51.5
Daisy Donovan,1,20.410354,46.0
Sarah Lancashire,2,3.1741585,46.0
Jane Asher,1,20.410354,46.0
Tress MacNeille,3,6.234116,34.333333333333336
Cree Summer,3,4.085468,34.333333333333336
Elaine Cassidy,3,9.430351333333332,30.666666666666668
Mary Philips,1,1.199451,25.0
Helen Hayes,1,1.199451,25.0
Mary Forbes,1,1.199451,25.0
Jack La Rue,1,1.199451,25.0
Agostino Borgato,1,1.199451,25.0
Bill Baird,1,0.475748,25.0
Flip Benham,1,0.475748,25.0
Gilbert Emery,1,1.199451,25.0
Noam Chomsky,1,0.475748,25.0
Adolphe Menjou,1,1.199451,25.0
Heather Litteer,1,10.536092,23.0
Emily Conforto,1,11.818333,16.0
Shawn Nelson,1,11.818333,16.0
Park Jeong-Woo,1,9.572705,15.0
Gong Hyung-jin,1,9.572705,15.0
Ahn Gil-kang,1,9.572705,15.0
Lee Eun-ju,1,9.572705,15.0
Won Bin,1,9.572705,15.0
Lee Young-lan,1,9.572705,15.0
Jo Yoon-hee,1,9.572705,15.0
Jang Min-ho,1,9.572705,15.0
Michael Starke,1,9.670031,14.0
Ricky Tomlinson,1,9.670031,14.0
Michael Legge,1,4.88794,13.0
J.J. Murphy,1,4.88794,13.0
Joe Breen,1,4.88794,13.0
Johnny  Murphy,1,4.88794,13.0
Liam Carney,1,4.88794,13.0
Ciaran Owens,1,4.88794,13.0
Ronnie Masterson,1,4.88794,13.0
Jonathan Silverman,1,0.830596,12.0
Kevin Phillips,1,0.830596,12.0
Beatrice Rosen,1,3.362045,12.0
Tony Jayawardena,1,3.362045,12.0
Johann Pall Oddson,1,1.617943,11.0
Juan Camillo Roman Estrada,1,1.617943,11.0
Sigrídur María Egilsdóttir,1,1.617943,11.0
Richard Herd,1,3.375208,11.0
Helgi Björnsson,1,1.617943,11.0
Halldóra Geirharðsdóttir,1,1.617943,11.0
Kjartan Ragnarsson,1,1.617943,11.0
Kristbjörg Kjeld,1,1.617943,11.0
Ingvar Eggert Sigurðsson,1,1.617943,11.0
Steinn Ármann Magnússon,1,1.617943,11.0
Charlotte Bøving,1,1.617943,11.0
Marcia Dangerfield,1,1.537859,10.0
Juliana Johnson,1,1.537859,10.0
David McConnell,1,1.537859,10.0
Oscar Rowland,1,1.537859,10.0
Missy Higgins,1,0.050456,7.0
Felix Billson,1,0.11615,7.0
Lauren Richardson,1,0.11615,7.0
Rocky McKenzie,1,0.050456,7.0
Anna Keaveney,2,6.9009745,7.0
Jessica Mauboy,1,0.050456,7.0
Pauline McLynn,2,2.4780930000000003,6.5
Ian Dury,1,4.857028,5.0
Alastair Duncan,1,4.857028,5.0
Roberta Eaton,1,4.857028,5.0
Lee Ross,2,1.1193005,3.5
Steven Hartley,2,2.8479829999999997,2.5
Steven Sims,1,5.628399,0.0
Bergüzar Korel,1,1.465762,0.0
Bertie Carvel,1,0.812776,0.0
Steven Robertson,1,8.302951,0.0
Bernard Fox,1,0.000372,0.0
Kym Gyngell,1,0.619348,0.0
Kyle Stanger,1,9.03154,0.0
Jared Degado,1,0.048948,0.0
Kristina Nicoll,1,11.636883,0.0
Bernard Le Coq,1,1.229667,0.0
Steven Crowder,1,0.05021,0.0
Kym Whitley,2,6.593538,0.0
Bernard Noël,1,1.112792,0.0
Kristin Slaysman,1,0.76368,0.0
Steven Flynn,1,0.93392,0.0
Steven McCarthy,1,4.302941,0.0
Kyndall Ferguson,1,3.467923,0.0
Summer Shelton,1,3.65924,0.0
Steven Littles,1,31.339015,0.0
L. Derek Leonidoff,1,3.644872,0.0
Steven Brill,1,10.869492,0.0
Jasmine Alveran,1,15.798622,0.0
Steven Lee Edwards,1,0.160779,0.0
Kristina Krepela,1,8.048305,0.0
Jared McVay,1,0.471264,0.0
Steven O'Donnell,1,8.39685,0.0
Bernadette Le Saché,1,11.60921,0.0
Steven Michael Quezada,1,4.807549,0.0
Jareb Dauplaise,1,0.783842,0.0
Steven Hauck,1,4.480579,0.0
Steven Martini,1,0.00734,0.0
Jaromír Dulava,1,2.387463,0.0
Summer Nguyen,1,1.284741,0.0
Steven Petrarca,1,0.547654,0.0
Steven Brown,2,8.156208,0.0
Bess Armstrong,2,4.436507000000001,0.0
Kyan DuBois,1,0.504251,0.0
Kyôko Kagawa,1,2.930853,0.0
Jason Hetherington,1,1.068819,0.0
Kurt Cole,1,0.049469,0.0
Beth Broderick,2,3.2717685000000003,0.0
Stuart Fratkin,1,4.103764,0.0
Ben Rovner,1,7.794,0.0
Stéphanie Cléau,1,2.486992,0.0
Kurt Naebig,1,1.82184,0.0
Ben Scholfield,1,7.057765,0.0
Sumiko Braun,1,20.466433,0.0
Ben Stein,1,17.815595,0.0
Krystal Ellsworth,1,7.668063,0.0
Stênio Garcia,1,0.389471,0.0
Kurtis Blow,1,0.720091,0.0
Kristyan Ferrer,1,1.771584,0.0
Jason Harris,3,1.9376463333333334,0.0
Ben Gourley,1,6.003418,0.0
Jason Regier,1,3.418372,0.0
Jason Maves,1,16.368283,0.0
Stuart Margolin,1,13.857194,0.0
Stuart Milligan,1,5.346205,0.0
Beth Colt,1,0.812855,0.0
Ben Hardle,1,1.390659,0.0
Kumar Gaurav,1,0.030253,0.0
Ben Mayer-Goodman,1,4.25422,0.0
Stéphan Wojtowicz,1,25.302978,0.0
Ben Marshall,1,1.391958,0.0
Jason Presson,1,1.435742,0.0
Stuart Whitman,1,1.063615,0.0
Krystle Connor,1,0.46049,0.0
Krystyna Ahlers,1,1.600171,0.0
Steve Zissis,1,3.299345,0.0
Beth Miller,1,4.103764,0.0
Kristy Flores,1,2.873796,0.0
Stine Stengade,1,7.028946,0.0
Kwak Do-won,1,9.05029,0.0
Kristina Shannon,1,9.590373,0.0
Jasmine Jardot,1,5.900535,0.0
Benjamin Wilkinson,1,13.222268,0.0
Benjamin Jay Davis,1,0.548435,0.0
Kyle Hoskins,1,0.160779,0.0
Benjamin Dickinson,1,1.50211,0.0
Ben Coler,1,0.006069,0.0
Benjamin Creme,1,9.774126,0.0
Sumeet Darshan Dobhal,1,3.000435,0.0
Steven Wollenberg,1,1.284741,0.0
Ben Cotton,2,4.0636435,0.0
Jason Blicker,2,6.046249,0.0
Jason Watkins,1,0.042346,0.0
Benedict Freitag,1,6.036684,0.0
Ben Youcef,1,0.025364,0.0
Stevvi Alexander,1,5.247956,0.0
Jason Rouse,1,5.379319,0.0
Bethany Joy Lenz,1,7.866961,0.0
Suhasini Maniratnam,1,0.416179,0.0
Ben Diskin,1,1.874783,0.0
Stewart Bick,1,6.370267,0.0
Kyra Dutt,1,3.000435,0.0
Stuart Wolfenden,1,12.818441,0.0
Jason Trost,2,2.192474,0.0
Jason Dundas,1,0.341461,0.0
Sufe Bradshaw,1,7.326034,0.0
Stian Smestad,1,0.702971,0.0
Kyra Mladeck,1,2.832628,0.0
Stig Eldred,1,0.58954,0.0
Jason Spisak,1,1.905197,0.0
Jason Yachanin,1,3.905877,0.0
Jared Keeso,1,14.15192,0.0
Enzo Tarascio,1,8.429295,0.0
Sung-yeon Park,1,9.05029,0.0
Tanushree Dutta,1,0.887821,0.0
Tara Sharma,1,3.393648,0.0
Tara Samuel,1,0.176377,0.0
Avin Shah,1,1.136568,0.0
Jean-Paul Bonnaire,1,20.982455,0.0
Tara Holt,1,0.025364,0.0
Aviva Marks,1,0.605645,0.0
Jean-Paul Belmondo,2,5.722958,0.0
Tara Birtwhistle,1,0.552361,0.0
Tara Alice Scully,1,12.099486,0.0
Avraham Shalom,1,2.828303,0.0
Tanya Tate,1,2.557258,0.0
Tanya Smith,1,1.673208,0.0
Jean-Michel Guerin,1,0.20323,0.0
Tanya R. Barnes,1,0.350557,0.0
Ayanat Ksenbai,1,8.212018,0.0
Tara Subkoff,1,2.815228,0.0
Tara Summers,1,11.400229,0.0
Tara Wilson,1,7.410523,0.0
Ava Acres,1,7.336256,0.0
Austin Michael Scott,1,5.628399,0.0
Jean-Pierre Léaud,1,10.787322,0.0
Austin Wolff,1,4.382761,0.0
Tataya Yassukovich,1,1.881466,0.0
Tasya Teles,1,6.677926,0.0
Autumn Campbell,1,1.673208,0.0
Tasha Connor,1,2.805351,0.0
Avi Dichter,1,2.828303,0.0
Taryn Reif,1,2.144354,0.0
Ava Fabian,1,0.186234,0.0
Taryn Davis,1,4.810621,0.0
Jean-Pierre Darroussin,2,16.920916,0.0
Tarik Lowe,1,0.620554,0.0
Jean-Paul Muel,1,8.893676,0.0
Kim Baldwin,1,0.015295,0.0
Ayesha Omar,1,0.060003,0.0
Tamara Taylor,1,3.784535,0.0
Kim Bodnia,1,5.75555,0.0
Tamsin Greig,1,2.135689,0.0
Tamsin Egerton,3,5.821336666666667,0.0
Kim Harris,1,0.003142,0.0
Tammy Grimes,1,6.574285,0.0
Kim Hawthorne,1,6.579017,0.0
Kim Hidalgo,1,0.05021,0.0
Babou Ceesay,1,12.898984,0.0
Tammi Katherine Jones,1,0.003142,0.0
Kim Hwan-hee,1,9.05029,0.0
Kim Kwang-il,1,11.847324,0.0
Baby Bajrangi,1,0.48088,0.0
Kim Ly,1,0.217538,0.0
Kim Matula,1,3.230779,0.0
Baby Bash,1,0.106949,0.0
Badja Djola,1,0.001117,0.0
Kim Hamilton,1,0.28397,0.0
B.J. Britt,1,8.326131,0.0
Jean-Luc Bilodeau,1,31.763201,0.0
Jean-Luc Godard,1,1.112792,0.0
Tannishtha Chatterjee,1,0.262135,0.0
Tanner Maguire,1,3.644872,0.0
Jean-Marc Montalto,1,18.20957,0.0
Aymen Hamdouchi,1,10.48009,0.0
Tanisha Mukherjee,1,0.285131,0.0
Jean-Marc Lentretien,1,8.884405,0.0
Tania Saulnier,1,17.327279,0.0
Kim DeLong,1,1.390909,0.0
Aziz Beyshenaliev,1,8.212018,0.0
Aziz Muradillayev,1,0.077873,0.0
Tania Boscoli,1,0.557602,0.0
Aziza Semaan,1,4.554574,0.0
Jean-Luc Caron,1,12.283025,0.0
Tandi Wright,1,0.706355,0.0
Kiara Advani,1,0.371337,0.0
Tatiana Suarez-Pico,1,0.029757,0.0
Jean-Yves Chatelais,1,8.426589,0.0
Austin Basis,1,3.393648,0.0
Jeff Ho,1,3.291609,0.0
Teddy Wilson,1,9.122828,0.0
Teddy Sears,1,21.626288,0.0
Ashley Mulheron,1,6.632891,0.0
Kevin McGowan,1,0.416179,0.0
Jeff Dunham,1,18.568021,0.0
Kevin O'Brien,1,9.887662,0.0
Jeff Celentano,1,5.061107,0.0
Ashley Olsen,1,10.0403,0.0
Jeff Birk,1,6.003418,0.0
Ted McGinley,1,2.470443,0.0
Ashley Rickards,1,18.428909,0.0
Ashley Springer,1,7.359286,0.0
Ted Hutton,1,1.546169,0.0
Jeff Ament,1,3.291609,0.0
Kevin Leslie,1,1.759506,0.0
Tehmina Sunny,1,2.418535,0.0
Ashley Jensen,1,19.83683,0.0
Ashleigh Gryzko,1,13.222268,0.0
Terence Hill,1,3.829937,0.0
Jefferey Frost,1,0.888986,0.0
Jeff Tarpley,1,7.708227,0.0
Kevin Howarth,1,0.627763,0.0
Jeff Staron,1,2.00163,0.0
Jeff Seymour,1,1.428483,0.0
Kevin Kent,1,2.394613,0.0
Ashley Head,1,0.68822,0.0
Jeff Pustil,1,0.319792,0.0
Ashley Bryant,1,2.659804,0.0
Kevin King,1,0.319792,0.0
Jeff Puckett,1,0.062979,0.0
Temple Grandin,1,0.465404,0.0
Ashley Hayes,1,0.4594,0.0
Ted Ferguson,1,1.187764,0.0
Kevin Richardson,1,1.623769,0.0
Ashlyn Gere,1,1.322528,0.0
Taya Calicetto,1,5.737161,0.0
Taylor Handley,2,17.500918,0.0
Khaldoun Elmecky,1,0.144031,0.0
Audra McDonald,1,4.901553,0.0
Khalid Rivera,1,3.905877,0.0
Audrey Bennett,1,5.934016,0.0
Audrey Christie,1,0.225627,0.0
Tawny Kitaen,1,7.151154,0.0
Aubrey Morris,1,12.18362,0.0
Audrey Devereal,1,2.407048,0.0
Audrey Lynn Tennent,1,0.399491,0.0
Jeanne Balibar,2,5.1621115,0.0
Kherington Payne,1,7.668063,0.0
Aurore Clément,1,0.49446,0.0
Tatsuo Matsumura,1,2.930853,0.0
Aubrey Peeples,1,20.466433,0.0
Khaira Arby,1,0.071349,0.0
Jed Rowen,1,0.209475,0.0
Asphyxia Noir,1,2.557258,0.0
Tech N9ne,1,0.674398,0.0
Jeannie Crist,1,1.088501,0.0
Teairra Mari,1,9.054803,0.0
Teagan Presley,1,2.557258,0.0
Teach Grant,1,3.753703,0.0
Asim Mujahid,1,0.030253,0.0
Taylor Scott Olson,1,0.018716,0.0
Attila Árpa,1,0.803761,0.0
Jeanne Neilson,1,0.147886,0.0
Taylor Roberts,1,19.718544,0.0
Taylor Rice,1,18.251129,0.0
Taylor Pigeon,1,0.322553,0.0
Atlin Mitchell,1,3.696123,0.0
Jeanne Crain,1,1.847822,0.0
Kim Poirier,1,3.05434,0.0
Tamara Rey,1,0.251828,0.0
Sunil Shetty,1,0.887821,0.0
Bastian Pastewka,1,8.010046,0.0
Bashar Rahal,1,4.304341,0.0
Krista Errickson,1,0.805312,0.0
Suzanna Urszuly,1,3.687574,0.0
Bashiri Johnson,1,15.798622,0.0
Basil Hoffman,1,12.541983,0.0
Krista Madison,1,0.833937,0.0
Krista Morin,1,3.05434,0.0
Jay Ali,1,2.303865,0.0
Susie Celek,1,1.224105,0.0
Jay Adams,1,3.291609,0.0
Sushmita Mukherjee,1,3.393648,0.0
Sushma Reddy,1,0.887821,0.0
Sushil Chudasama,1,0.258413,0.0
Susheel Parashara,1,0.285131,0.0
Susanne Lothar,1,17.94739,0.0
Jay Baker,1,8.190888,0.0
Kriss Dosanjh,1,0.470645,0.0
Bart Voitila,1,0.4594,0.0
Jay Emmett,1,0.436148,0.0
Swini Khera,1,2.126139,0.0
Swil Kanim,1,0.06104,0.0
Barry Primus,1,3.876242,0.0
Kopi Sotiropulos,1,12.18838,0.0
Sven-Bertil Taube,1,6.091033,0.0
Sven Nordin,1,2.526356,0.0
Jay Eisenberg,1,1.50211,0.0
Suzanne May,1,3.193777,0.0
Suzuki Matsuo,1,3.21392,0.0
Krafft-Raschig,1,1.824184,0.0
Kreeta Taponen,1,0.332679,0.0
Suzi Lorraine,2,0.0747405,0.0
Suzi Dougherty,1,0.619348,0.0
Kris Eivers,1,0.048948,0.0
Jay Acovone,1,17.141376,0.0
Beah Richards,1,1.453765,0.0
Tamara Ogorodnikova,1,24.132271,0.0
Javier Grajeda,1,0.102003,0.0
Susan Fleetwood,1,8.321586,0.0
Kristian Bruun,1,0.973323,0.0
Beckett Gandolfi,1,8.976128,0.0
Becky Ann Baker,1,10.178917,0.0
Susan Boyle,1,1.799504,0.0
Kristin Adams,1,4.051221,0.0
Kristin Blegen,1,1.446172,0.0
Jason-Shane Scott,1,3.344158,0.0
Behrouz Vossoughi,1,0.633004,0.0
Kristin Mellian,1,0.172299,0.0
Belinda Becker,1,0.130169,0.0
Kristin Neff,1,0.465404,0.0
Belladonna,1,2.557258,0.0
Ben Bishop,1,3.891186,0.0
Sunita Param,1,0.126304,0.0
Bec-Kana-Re Dos Santos Kaiapo,1,7.021871,0.0
Kristi Clainos,1,2.680629,0.0
Javad Ramezani,1,4.795244,0.0
Susan Roman,1,12.928269,0.0
Susan Zucker,1,1.777148,0.0
Kristen Quintrall,1,1.390659,0.0
Kristen Riley,1,2.253589,0.0
Javed Sheikh,2,0.950257,0.0
Susan Traylor,1,0.069277,0.0
Beatriz Jamaica,1,0.029757,0.0
Susan McConnell,1,1.680525,0.0
Kristen Williams,1,4.50829,0.0
Beau Brasso,1,9.249229,0.0
Beau Sia,1,0.29245,0.0
Kristen Shaw,1,4.898437,0.0
Kristen Wharton,1,2.184708,0.0
Susan Isaacs,1,1.6116,0.0
Javal Davis,1,0.888986,0.0
Konstantin Lavronenko,1,7.744166,0.0
Jay Klaitz,1,4.805651,0.0
