Name,Frequency,Avg_Popularity,Avg_Revenue
Gail Cronauer,1,3.123583,76000000.0
Casey McAuliffe,1,3.123583,76000000.0
Jena Karam,1,3.123583,76000000.0
Donovan Scott,2,9.511348,75988624.5
Edward James Olmos,9,25.711969444444446,75968936.66666667
Jenifer Lewis,13,17.293185538461536,75939564.23076923
Doug Rand,2,30.7657265,75936584.0
Pete Postlethwaite,14,21.091202428571428,75930405.57142857
Monica Potter,6,24.787275500000003,75884443.33333333
Jeffrey Dean Morgan,6,27.97035716666667,75870066.16666667
Annie Ross,1,22.164202,75850624.0
Gavin O'Herlihy,1,22.164202,75850624.0
Jared Rushton,2,11.0758825,75834387.0
Kim Cattrall,12,13.40122175,75832865.5
DMX,3,15.062827,75828305.66666667
Alex Russell,3,46.04462533333333,75798096.0
Mikey Holekamp,1,26.792794,75715436.0
Reece Thompson,1,26.792794,75715436.0
Giacomo Baessato,1,26.792794,75715436.0
Grayson Russell,1,21.095489,75700498.0
Tyler Perry,12,19.526124749999997,75692051.66666667
Jesse Plemons,6,26.7418795,75688123.5
Jacqueline Kim,3,14.065547,75671696.33333333
Joey Lauren Adams,6,17.399839,75657569.0
Terence Stamp,16,21.025601875,75636747.9375
Sean McGinley,3,24.653060999999997,75633333.33333333
Peter Capaldi,4,20.012286749999998,75608238.75
Angelo Spizzirri,1,11.263361,75597042.0
Donna Dixon,2,17.3590485,75574121.0
Johnny Strong,3,5.8850039999999995,75565639.33333333
Richard Coca,2,13.216526,75564202.0
Kate Shindle,2,18.329808,75542415.0
Allan Louis,1,6.92205,75511123.0
Elizabeth Hawthorne,1,33.394082,75505973.0
Nathaniel Lees,1,33.394082,75505973.0
Chic Littlewood,1,33.394082,75505973.0
Patrice Chéreau,1,37.776566,75505856.0
August Schellenberg,2,21.696730000000002,75496003.5
Ned Schmidtke,1,32.015477,75450437.0
TJ Hassan,1,32.015477,75450437.0
Cassie Ventura,2,16.3919505,75408350.0
Black Thomas,2,15.1818665,75408350.0
Christopher Adamson,1,26.595983,75395048.0
Chi McBride,13,23.558862384615388,75376274.61538461
Emma Tremblay,2,48.1418925,75349922.0
Dinah Manoff,3,35.91695566666667,75336818.0
Sam Anderson,2,15.771403499999998,75295102.5
Jerry Ferrara,4,13.351545999999999,75278154.25
Rachel Bilson,3,14.069741333333333,75276105.33333333
Steve Harris,6,17.905779833333334,75252641.83333333
Cloris Leachman,15,20.451382466666665,75227821.86666666
Amanda Bynes,7,20.551252428571427,75225507.85714285
Diana Hardcastle,2,27.885891,75083316.5
Connor Fielding,3,16.278766333333333,75076689.33333333
Owen Fielding,3,16.278766333333333,75076689.33333333
Charlotte Le Bon,2,32.6170795,75031381.5
Lena Headey,15,27.820755066666667,75026126.4
James Frain,9,22.74181133333333,75013589.33333333
Kurt Egelhof,1,12.46525,75000000.0
Henry Cele,1,12.46525,75000000.0
Armin Mueller-Stahl,8,29.303234375000002,74984365.25
David Selby,3,32.26674233333333,74973438.33333333
Ashanti,2,6.979538499999999,74956032.5
Craig Bierko,6,19.5224565,74940446.83333333
William Hall Jr.,2,22.3859015,74900544.0
Jennifer Coolidge,15,14.704578999999999,74819231.06666666
Matt Winston,3,16.482999666666668,74815972.66666667
Katt Williams,3,18.697554333333333,74796447.66666667
Nancy Moore Atchison,1,3.845231,74787599.0
Jason Gould,1,3.845231,74787599.0
Tony Kgoroge,2,19.68038,74781985.5
Roger Ashton-Griffiths,4,27.4305385,74772192.75
Hal Holbrook,12,19.97273566666667,74706635.75
Matt Dillon,13,17.778144,74702113.15384616
Bernie Casey,3,18.791234333333332,74638601.66666667
Jerod Mixon,2,26.263693,74635499.5
Ashley Eckstein,1,18.14218,74597643.0
Gregg Binkley,1,18.14218,74597643.0
Katrin Cartlidge,1,26.134678,74558115.0
Paul Rhys,1,26.134678,74558115.0
Adam Storke,2,17.9391185,74511325.0
Michelle Johnson,2,17.874293,74511325.0
Penelope Wilton,7,24.183821285714284,74500825.28571428
Lou Myers,2,12.8404845,74291558.5
Anthony Zerbe,4,16.5288115,74283407.75
Victor Slezak,4,14.77573075,74170019.5
Martin Short,10,23.707898999999998,74160386.7
Sophie Stuckey,2,24.731541,74093006.0
Carey Mulligan,11,29.657379181818182,74044611.9090909
Madison Pettis,2,10.411043,74010765.0
Spencer Treat Clark,4,21.2981225,74004764.5
Kelly Hu,3,17.486021666666666,73940912.66666667
Gordon Clapp,2,12.4721675,73940271.5
George Furth,3,16.134701333333332,73936296.33333333
Linden Ashby,4,10.982025,73914996.25
Cozi Zuehlsdorff,2,6.8031235,73914465.0
Claire Danes,11,20.32485618181818,73908778.81818181
Zac Efron,14,30.468740642857142,73843304.07142857
David Carradine,5,29.6526906,73827255.6
Luke Benward,2,11.36881,73811325.0
Clarence Williams III,4,15.5593675,73772011.75
Fred Koehler,1,42.57877,73762516.0
Justin Mader,1,42.57877,73762516.0
William Forsythe,9,15.05795588888889,73733729.33333333
Brian Geraghty,5,26.1155434,73720577.0
Essie Davis,3,28.702441333333336,73698060.33333333
Daniel Rey,1,22.991269,73648228.0
Cristos,1,22.991269,73648228.0
Regina King,16,14.762869875,73646549.4375
Franck Dubosc,2,12.7319785,73624264.5
Konstantin Khabenskiy,4,22.71643225,73576947.5
Takeshi Kaneshiro,3,14.262016333333333,73559518.0
Bianca A. Santos,2,48.295874999999995,73559452.5
Simon Baker,8,23.895360125,73547042.25
Daveigh Chase,2,58.435002,73521024.5
Kevin Smith,8,22.287733875,73470606.125
Rose Leslie,2,33.377049,73468455.0
Megan Park,3,22.554233666666665,73453181.0
Kris Kristofferson,18,19.177210333333335,73410341.05555555
Alan Alda,13,20.594376384615387,73372595.61538461
Adam Brody,11,22.705674272727272,73368527.81818181
Frank McRae,4,19.15097925,73366378.75
Charles Keating,2,14.181016499999998,73352667.5
Patrice Martinez,1,58.553213,73326666.0
Sylvia Sidney,1,58.553213,73326666.0
Matthew Marsden,3,11.570420666666665,73295092.33333333
Elham Ehsas,1,10.446722,73276047.0
Bahram Ehsas,1,10.446722,73276047.0
Atossa Leoni,1,10.446722,73276047.0
Ali Danish Bakhty Ari,1,10.446722,73276047.0
Nabi Tanha,1,10.446722,73276047.0
Zekeria Ebrahimi,1,10.446722,73276047.0
Ahmad Khan Mahmoodzada,1,10.446722,73276047.0
Roberto Benigni,1,15.013386,73244881.0
Alessandra Mastronardi,1,15.013386,73244881.0
Christian Middelthon,1,25.316146,73180723.0
Hal Sparks,1,25.316146,73180723.0
Charlie O'Connell,1,25.316146,73180723.0
Trilby Glover,1,18.380176,73174566.0
David Graf,2,13.474699999999999,73162571.5
Susan Ward,2,15.052009,73143679.0
Meg Ryan,12,16.16197358333333,73130368.83333333
Nicholas R. Grava,1,26.799913,73100172.0
Frank Coraci,1,26.799913,73100172.0
Bas Rutten,1,26.799913,73100172.0
Charice,1,26.799913,73100172.0
Joe Rogan,1,26.799913,73100172.0
LaJessie Smith,2,19.7015425,73025069.0
Harley Jane Kozak,2,17.163040000000002,73015863.0
André Benjamin,5,14.1207568,73014728.0
Hilary Swank,10,26.8082102,72955858.7
Alfre Woodard,14,15.1805805,72947431.07142857
Cody Horn,3,32.65965633333333,72911651.66666667
Kevin Michael Richardson,2,31.284169499999997,72885763.5
Ralph Brown,7,22.607065285714288,72869731.71428572
Sarah Douglas,4,14.4689345,72845559.5
Joseph Fiennes,11,22.102867363636364,72831042.36363636
Daniel Roebuck,7,19.255852285714287,72827554.71428572
S. Scott Bullock,1,10.430832,72779000.0
Shaun Duke,2,13.4204825,72770106.0
Bruce Davison,7,7.194470428571429,72754607.85714285
Tucker Smallwood,1,21.746245,72700000.0
Steve Rankin,1,21.746245,72700000.0
Richard Steinmetz,1,21.746245,72700000.0
Tora Hallström,2,40.473074,72697764.5
Fritz Weaver,2,15.8819305,72666968.0
Robert Sean Leonard,4,19.47760625,72651213.5
Tatjana Pajković,1,25.002715,72629670.0
Gabriella Wright,1,25.002715,72629670.0
Wenxia Yu,1,25.002715,72629670.0
Loan Chabanol,1,25.002715,72629670.0
Yuri Kolokolnikov,1,25.002715,72629670.0
Karen Young,3,13.923806666666666,72609801.33333333
Alex Borstein,4,21.23047325,72599199.25
Mike Starr,12,17.412859583333333,72584693.41666667
Danny Trejo,18,23.974125222222224,72531401.0
Ashley Hinshaw,2,48.133973999999995,72500000.0
Tuesday Knight,1,17.113408,72500000.0
Brooke Theiss,1,17.113408,72500000.0
Andras Jones,1,17.113408,72500000.0
Toy Newkirk,1,17.113408,72500000.0
Erica Gluck,1,19.774543,72436439.0
Darren Kent,1,19.774543,72436439.0
Ezra Buzzington,1,19.774543,72436439.0
Gia Mantegna,4,18.12446825,72395937.75
Kevin Corrigan,8,18.5034035,72389505.75
Michael Sheen,15,27.2722068,72319649.53333333
Joanna Lumley,2,33.143766,72291914.0
John Krasinski,11,18.746623545454543,72282302.63636364
Connie Ray,6,12.951408166666667,72269235.66666667
Thomas Jay Ryan,1,56.481487,72258126.0
Tim Curry,12,15.257280666666666,72256984.33333333
Melora Walters,2,52.1506245,72256330.5
Ben Foster,16,28.3438113125,72244207.5
Cindy Williams,2,20.068203500000003,72210000.0
Robert Fyfe,1,22.643776,72178895.0
Roger Hammond,1,22.643776,72178895.0
Da'Vone McDonald,2,36.646353000000005,72172122.5
Andrea Martin,10,12.2578241,72129734.2
Jérôme Le Banner,1,27.568194,72108608.0
Souleymane Dicko,1,27.568194,72108608.0
Mélanie Thierry,1,27.568194,72108608.0
Joel Kirby,1,27.568194,72108608.0
Alexis Dziena,2,21.121032,72102489.0
Jeremy Brett,1,20.786616,72070731.0
Stanley Holloway,1,20.786616,72070731.0
John Holland,1,20.786616,72070731.0
Wilfrid Hyde-White,1,20.786616,72070731.0
Isobel Elsom,1,20.786616,72070731.0
Mona Washbourne,1,20.786616,72070731.0
Sharon Stone,10,19.5896254,72043417.0
Cesare Danova,2,17.1673405,72000000.0
Emilie de Ravin,4,26.6169365,71901831.5
Chris Thomas King,1,39.742009,71868327.0
Michael Badalucco,1,39.742009,71868327.0
J.R. Horne,1,39.742009,71868327.0
Del Pentecost,1,39.742009,71868327.0
Busy Philipps,4,21.03890475,71804576.0
Jamie Lee Curtis,13,17.33922,71790651.3076923
Jeff Corey,3,16.900186,71772146.66666667
Mare Winningham,2,25.547942,71724110.5
Justin Theroux,7,34.40543228571429,71691974.0
Daniel Brühl,9,26.293365444444444,71645454.22222222
Saoirse Ronan,6,33.25915533333333,71641019.16666667
David Tennant,2,20.9857945,71630299.0
Patrick Wilson,18,26.07490605555556,71594485.3888889
Dan Byrd,3,35.261672000000004,71547975.66666667
Rex Harrison,2,17.0154905,71535365.5
Wagner Moura,4,27.04783175,71535175.0
Maggie McCarthy,1,21.891078,71485043.0
Jessica Brooks Grant,1,21.891078,71485043.0
Carin Sprague,1,21.891078,71485043.0
Josh Paddock,1,21.891078,71485043.0
Stephen Collins,4,15.59093275,71474550.0
Óscar Jaenada,2,42.8665195,71340379.0
Martine Beswick,2,16.128036,71297829.0
Julio Oscar Mechoso,2,16.391575,71204567.0
Paul Ronan,2,12.4670145,71188732.5
Deborah Kara Unger,9,23.07961577777778,71168917.77777778
Caitlin Stasey,1,31.324734,71154592.0
Deniz Akdeniz,1,31.324734,71154592.0
Chris Pang,1,31.324734,71154592.0
David Haig,2,21.6954105,71128935.5
Alicia Silverstone,7,17.581998428571428,71099221.28571428
Yevgeni Lazarev,2,27.8710465,71095599.5
John G. Connolly,1,36.689223,71073932.0
Jamie Harrold,1,22.572323,71069884.0
Martin Drainville,1,22.572323,71069884.0
Pamela Brown,1,13.244365,71000000.0
Kenneth Haigh,1,13.244365,71000000.0
Nicholas Hope,1,9.855474,70992898.0
Eugene Byrd,1,9.855474,70992898.0
Frankie Faison,11,12.937934363636362,70971859.54545455
Angela Paton,1,52.744331,70906973.0
Rick Ducommun,1,52.744331,70906973.0
Robin Duke,1,52.744331,70906973.0
Ahna O'Reilly,2,31.5793275,70828977.0
Juliette Binoche,6,13.52805,70729915.16666667
Stefan Schnabel,1,8.700565,70687344.0
Kenneth Colley,1,8.700565,70687344.0
Danielle Panabaker,2,19.9546135,70662977.5
Dylan Walsh,5,13.6363474,70660620.0
Miguel Sandoval,5,18.727027200000002,70654051.8
Olivia Munn,5,30.288157599999998,70603788.4
Ricky Jay,5,12.3425906,70475392.4
Bill Goldberg,4,15.11525975,70468928.75
Fares Fares,3,27.453844,70466845.0
Hugh M. Hefner,1,25.838073,70442940.0
Kiely Williams,1,25.838073,70442940.0
Tyson Ritter,1,25.838073,70442940.0
Jane Wyatt,2,13.819982,70400000.0
Jimmi Simpson,8,18.00159125,70375356.875
Enrico Colantoni,2,22.904755,70362824.0
Jonah Bobo,3,21.607467333333332,70334278.33333333
Max Baker,2,17.4797005,70300923.5
Adam Godley,2,24.0491625,70274164.5
Cleopatra Coleman,2,15.817703,70235373.0
Jeanette Hain,2,25.1335515,70214589.5
Charles Cooper,1,19.578249,70200000.0
Laurence Luckinbill,1,19.578249,70200000.0
Peter Strauss,2,25.5963955,70190578.0
John Forsythe,5,16.5084364,70088219.2
Jsu Garcia,2,28.9564445,70082648.5
Madeline Zima,1,25.28132,70067909.0
Andrea Avery,1,25.28132,70067909.0
Mary Pat Gleason,1,25.28132,70067909.0
Fionnula Flanagan,5,19.3045184,70055689.0
Perla Haney-Jardine,3,25.892191666666665,70038654.66666667
Deborra-Lee Furness,2,23.136356,70036695.0
Thomas Thieme,1,34.938177,70000000.0
Nick Castle,1,30.301307,70000000.0
Bastian Trost,1,34.938177,70000000.0
Brian Andrews,1,30.301307,70000000.0
Matthias Brenner,1,34.938177,70000000.0
Charly Hübner,1,34.938177,70000000.0
Tony Moran,1,30.301307,70000000.0
Volkmar Kleinert,1,34.938177,70000000.0
Kyle Richards,1,30.301307,70000000.0
Will Sandin,1,30.301307,70000000.0
Donald Wolfit,1,41.286336,69995385.0
Clare-Hope Ashitey,1,35.387874,69959751.0
Mishal Husain,1,35.387874,69959751.0
Juan Gabriel Yacuzzi,1,35.387874,69959751.0
David Tomlinson,2,31.3973445,69936363.5
Scott Sowers,2,11.5426445,69877598.0
Ed O'Ross,1,9.894346,69834815.0
Adrian Grenier,5,21.366672200000004,69828900.6
Dody Goodman,1,21.735068,69821334.0
Bobby Di Cicco,1,21.735068,69821334.0
Lowell Ganz,1,21.735068,69821334.0
Eliza Dushku,8,16.914179625,69780697.375
Roger Rees,7,23.282964285714286,69752587.71428572
Robert Mandan,1,4.189378,69701637.0
Jim Nabors,1,4.189378,69701637.0
Susan Dalian,1,18.281798,69700000.0
Parker Posey,16,15.6113535,69685531.0
Matthew Marsh,3,16.229788,69675618.33333333
Troy Evans,2,25.6870165,69659198.0
Andrew Hampton,1,8.584398,69631118.0
Matthew Price,1,8.584398,69631118.0
Nadine Bernecker,1,8.584398,69631118.0
Carl Snell,1,8.584398,69631118.0
Jarred Rumbold,1,8.584398,69631118.0
James Purefoy,6,17.801871333333334,69625070.66666667
Jon Abrahams,6,16.322410666666666,69604071.83333333
Bill Duke,6,20.200787666666667,69596207.16666667
Douglas Smith,4,27.134503,69542255.5
Nestor Serrano,4,24.02485425,69531939.5
Majel Barrett,2,13.697087,69500000.0
Colin Ferguson,1,18.678415,69485490.0
Matt Champagne,1,18.678415,69485490.0
Ty Panitz,1,18.678415,69485490.0
Fran Kranz,2,44.158833,69451737.0
Gary Cole,12,17.684835583333335,69428066.25
Taylor Dooley,1,12.31101,69425966.0
Cayden Boyd,1,12.31101,69425966.0
Angus T. Jones,3,8.731254333333334,69424148.0
Franky G,5,27.948284,69413960.6
Alexia Barlier,1,42.526529,69411370.0
Dominic Fumusa,1,42.526529,69411370.0
Freddie Stroma,1,42.526529,69411370.0
Maureen Keiller,2,25.7343305,69398890.0
Andrew Daly,3,6.6422376666666665,69329795.33333333
Francesco Quinn,2,24.9055885,69265282.5
Paul Calderon,2,13.453202000000001,69261110.0
Eunice Gayson,2,45.1001325,69249382.5
Kevin Chapman,6,19.7122165,69223928.33333333
Athena Karkanis,3,23.978526333333335,69195420.66666667
Basil Wallace,3,23.826269666666665,69191653.66666667
Jim Brown,2,26.6295295,69176468.5
Tory Kittles,3,27.915214000000002,69156056.0
Mary Stein,1,11.356079,69131860.0
Anna Levine,6,25.28074666666667,69117424.66666667
Lesley Nicol,2,9.0411545,69100000.0
Michael Biehn,12,24.626871583333337,69087458.75
Richard Roundtree,7,19.52100014285714,69081256.85714285
John Rothman,5,19.7485778,69071799.6
David Morse,19,26.58212510526316,69050426.10526316
Ben Cross,4,12.511175,69010003.25
Judith Scott,1,3.74263,68915888.0
Hal Williams,1,3.74263,68915888.0
Peter Outerbridge,5,21.7318546,68905479.2
Peter Sarsgaard,18,25.363323222222224,68900482.8888889
Kalinka Petrie,1,25.520976,68896829.0
Ayisha Issa,1,25.520976,68896829.0
Catalina Denis,1,25.520976,68896829.0
Sanaa Lathan,8,14.87485825,68822558.125
Fergie,2,10.806977,68793679.5
Murray Smith,1,17.157738,68766121.0
Thomas Adamson,1,17.157738,68766121.0
Dragicia Debert,1,17.157738,68766121.0
James Le Gros,6,15.235476666666669,68756865.5
Kathy Burke,4,29.60365125,68749569.5
Olivia Wilde,15,28.584696333333333,68741730.86666666
Sharon Conley,2,17.228759999999998,68731266.5
Anna Maxwell Martin,2,23.627894,68720772.0
Angus MacInnes,1,19.195399,68706993.0
Jan Rubes,1,19.195399,68706993.0
Keir Dullea,1,86.201184,68700000.0
William Sylvester,1,86.201184,68700000.0
Gary Lockwood,1,86.201184,68700000.0
Daniel Richter,1,86.201184,68700000.0
Douglas Rain,1,86.201184,68700000.0
Robert Beatty,1,86.201184,68700000.0
Eddie McClintock,1,18.65632,68696770.0
James Mangold,1,18.65632,68696770.0
Shannon Lemke,1,19.38841,68688831.0
Stevie Wash Jr.,1,19.38841,68688831.0
Matt Lauer,1,19.38841,68688831.0
Hiroshi Watanabe,1,24.47248,68673228.0
Tsuyoshi Ihara,1,24.47248,68673228.0
Hiro Abe,1,24.47248,68673228.0
Eijiro Ozaki,1,24.47248,68673228.0
Ryo Kase,1,24.47248,68673228.0
Kazunari Ninomiya,1,24.47248,68673228.0
Yuki Matsuzaki,1,24.47248,68673228.0
Lucas Elliot Eberl,1,24.47248,68673228.0
David Rasche,5,14.132218599999998,68641070.0
Lindsay Sloane,4,40.18500525,68612521.25
Michael Michele,4,12.98813425,68580684.0
Richard Schiff,15,15.761441866666667,68572168.53333333
Michael C. Hall,2,28.325044,68549176.0
Judah Friedlander,7,22.91380985714286,68538896.42857143
Brandon DiCamillo,2,12.989837,68530512.0
Jonathan Hyde,2,21.0415675,68442883.5
Nick Searcy,3,9.825898333333333,68432969.0
Paul McGann,3,21.377847666666668,68417551.66666667
Veronica Taylor,1,9.18885,68411275.0
Rachael Lillis,1,9.18885,68411275.0
Eric Stuart,1,9.18885,68411275.0
Raf Vallone,2,31.029947,68383031.0
Helen Shaver,2,23.004746500000003,68377414.0
Nicki Aycox,1,25.454549,68369434.0
Ian Charleson,2,22.8335915,68355396.5
Ryan Hurst,2,24.831224,68353341.5
Jamie Giddens,1,27.724913,68349884.0
Francesca Rettondini,1,27.724913,68349884.0
Bob Ruggiero,1,27.724913,68349884.0
Milton Berle,2,12.6014535,68328500.0
Dean McDermott,1,19.068175,68296293.0
Erin Moriarty,1,39.395881,68267862.0
Lucas Hedges,1,41.083914,68263166.0
Aaliyah,2,15.697151,68257935.0
Sarah Roemer,3,29.60482966666667,68235120.66666667
George Newbern,1,31.900899,68233629.0
Zelda Rubinstein,2,23.727624,68172000.0
Heather O'Rourke,2,23.727624,68172000.0
Judith Barsi,2,20.7236005,68170929.5
Stéphane Rousseau,2,11.687636999999999,68166171.0
Benito Martinez,3,12.985210666666667,68159429.0
Daniel Henson,1,19.258041,68106245.0
Reggie Lee,3,34.60345733333333,68085750.0
Raoul Max Trujillo,3,32.99320866666667,68067035.33333333
Kevin Sussman,5,12.080551799999999,68023443.8
Greg Collins,2,19.958471499999998,67980375.5
Juliette Lewis,15,26.06041286666667,67977173.4
Jeffrey DeMunn,7,32.37794157142857,67973098.28571428
Josh Hamilton,5,28.918431599999998,67888797.8
Richard Coyle,5,17.9594362,67834424.4
John Francis Daley,2,30.270213,67818845.0
Stephen Tobolowsky,11,23.351165636363636,67810425.45454545
Roma Downey,1,9.175762,67800064.0
Louise Delamere,1,9.175762,67800064.0
Diogo Morgado,1,9.175762,67800064.0
Simon Kunz,1,9.175762,67800064.0
Darwin Shaw,1,9.175762,67800064.0
Andrew Brooke,1,9.175762,67800064.0
Wesley Snipes,12,24.425958500000004,67784481.41666667
Natassia Malthe,4,23.0192895,67751712.75
Allen Boudreaux,1,14.838986,67738090.0
Beth Grant,12,22.005693333333337,67718229.91666667
Adam Campbell,2,8.08168,67706995.0
Margo Martindale,11,21.846591909090908,67701333.18181819
Fabiana Udenio,1,36.15716,67683989.0
Sarah Jessica Parker,12,18.086844250000002,67640082.25
Peggy Miley,1,24.353302,67631903.0
Busta Rhymes,5,13.247998999999998,67607309.4
Martin Klebba,3,28.945830666666666,67591717.33333333
Mathieu Kassovitz,5,28.1550504,67530694.2
Penelope Ann Miller,8,14.2669135,67525740.75
Rupert Evans,3,34.849348,67516286.33333333
Eddie Jones,6,13.827285666666667,67488214.5
Max Casella,7,24.255407714285717,67471542.28571428
Jonathan Rhys Meyers,13,20.01133046153846,67462852.0
Tiffany Espensen,3,15.496497333333332,67454538.0
Sean Young,4,42.774055,67376270.75
Alexander Wraith,2,12.172475500000001,67374010.5
Francesca Eastwood,1,14.199933,67347013.0
James Madio,1,14.199933,67347013.0
Barry Livingston,1,14.199933,67347013.0
Vincent Piazza,1,14.199933,67347013.0
Pamela Reed,3,8.587578,67319229.33333333
Shannon Cochran,1,21.605533,67312826.0
Ritchie Coster,4,35.3769985,67310216.75
Kimberly Scott,3,26.665386333333334,67268167.66666667
Daphne Rubin-Vega,1,25.041992,67200000.0
Jeff Perry,1,25.041992,67200000.0
Olivia Tennet,1,11.62423,67192859.0
Robyn Malcolm,1,11.62423,67192859.0
Scott Wills,1,11.62423,67192859.0
Andrew Glover,1,11.62423,67192859.0
Tory Mussett,1,11.62423,67192859.0
Bill Anderson Jr.,1,3.826685,67182787.0
Pamela McCown,1,3.826685,67182787.0
Foister Dickerson,1,3.826685,67182787.0
Phyllis Boyens,1,3.826685,67182787.0
Malla McCown,1,3.826685,67182787.0
Heidi Johanningmeier,1,14.780634,67112664.0
Rebecca Spence,1,14.780634,67112664.0
Seth Gilliam,4,26.990375,67108461.75
Angus Sampson,3,50.972408,67104333.666666664
Tika Sumpter,5,14.9487372,67074840.4
Katharina Damm,1,53.811461,66980456.0
Kimberly J. Brown,2,4.9285440000000005,66978289.0
Rab Affleck,1,21.084542,66976317.0
Edwin Apps,1,21.084542,66976317.0
Stéphane Algoud,1,21.084542,66976317.0
George H. W. Bush,3,13.921232333333334,66973996.666666664
Paige Turco,4,13.5839605,66970135.75
Anna Chancellor,6,18.889023666666667,66966666.333333336
Nina Arianda,3,21.563313333333337,66954635.0
Gabriel Mann,9,22.304227444444443,66932032.222222224
Billy Ray Cyrus,3,9.991305,66927274.0
Jacinda Barrett,5,14.5573294,66873189.8
Clemens Schick,2,18.0593265,66859355.5
Matias Varela,2,20.3623085,66859355.5
Matt O'Leary,6,14.570098,66844923.5
Tanya Newbould,1,26.268209,66821036.0
Crystal Reed,1,26.268209,66821036.0
J. Paul Boehmer,1,26.268209,66821036.0
Pam Levin,1,26.268209,66821036.0
Shake Tukhmanyan,2,29.126835999999997,66815099.0
André Holland,1,29.023184,66787908.0
Omar J. Dorsey,1,29.023184,66787908.0
Colman Domingo,1,29.023184,66787908.0
Stephen Mangan,3,19.75445566666667,66749208.0
Jennifer Love Hewitt,8,16.764574,66712507.375
Robert Wagner,7,14.500418714285715,66608317.28571428
Bob Balaban,13,19.664474923076924,66602684.0
Gary Dourdan,3,17.17402,66570203.333333336
Sunny Mabrey,2,28.1657755,66547973.0
Tzi Ma,4,16.573258250000002,66502804.5
Natascha McElhone,7,17.60164214285714,66491235.28571428
Kristen Connolly,1,73.987775,66486080.0
Anna Hutchison,1,73.987775,66486080.0
Jesse Williams,1,73.987775,66486080.0
Cerina Vincent,1,23.423082,66468332.0
Molly Ringwald,1,23.423082,66468332.0
Chyler Leigh,1,23.423082,66468332.0
Nectar Rose,1,23.423082,66468332.0
DeRay Davis,6,14.258949666666666,66459895.833333336
Benoît Poelvoorde,2,14.3854765,66450000.0
Bojana Novaković,3,33.55870933333333,66431802.0
Olivia Taylor Dudley,3,20.824552,66425741.666666664
Takuya Kimura,4,18.9097405,66298515.25
Lindze Letherman,2,15.416729,66246641.5
Neve Campbell,11,19.387066545454545,66230613.36363637
Leon G. Thomas III,1,29.533437,66122026.0
Aaron Staton,1,29.533437,66122026.0
Jay Tavare,2,22.863884,66112347.0
David Paetkau,2,38.3688695,66111735.5
Bob Newhart,3,11.101418666666667,66103396.0
Gregory Itzin,5,25.1478344,66081843.0
Christian Stokes,2,28.581591500000002,66060790.5
Mary Birdsong,3,17.765325,66052893.666666664
Kathleen Turner,8,19.964139375,66041010.5
Carlos Pratts,2,17.0037795,66036215.5
Hart Bochner,3,28.010461000000003,65998644.333333336
Luke Perry,4,27.6711855,65980045.0
Geoff Pierson,3,21.79471,65974011.666666664
Debra Messing,8,13.678550249999999,65921806.625
Todd Stashwick,2,16.966971,65914326.0
Ángel Salazar,1,70.105981,65884703.0
Paul Shenar,1,70.105981,65884703.0
Scott Bakula,6,18.884175833333334,65881344.0
Rae Dawn Chong,4,17.1857195,65867536.75
Adam Goldberg,8,19.042328625,65836078.75
Bella Heathcote,4,29.71404825,65808650.25
Jack Riley,2,6.8358675,65777360.5
Jason Kravits,1,19.372805,65754228.0
Danny Denzongpa,2,8.526307,65728841.0
Lee Ingleby,1,21.988861,65705772.0
Robert Goulet,2,16.515809,65695630.5
Jenna Stern,1,32.31022,65664721.0
Casey Sander,1,32.31022,65664721.0
Patrick Garrow,1,32.31022,65664721.0
Robert Racki,1,32.31022,65664721.0
Anjali Jay,1,82.052056,65663276.0
Richard Harmon,1,82.052056,65663276.0
Paul Reubens,6,18.423410666666665,65631520.5
Arly Jover,2,21.910207,65591765.0
Cle Shaheed Sloan,1,18.666876,65569869.0
Angela Sun,1,18.666876,65569869.0
Byron Mann,3,18.542047999999998,65560700.0
Maggie Cheung,3,12.578915,65555248.0
Tim Roth,17,30.714016529411765,65548241.4117647
Gail O'Grady,1,9.832326,65535067.0
Big Boy,1,9.832326,65535067.0
Tony Revolori,3,35.02738266666667,65488697.333333336
Bill Hickman,2,18.955979,65479378.5
Elaine Stritch,4,15.997689000000001,65472329.25
Silvana Bosi,1,18.632156,65464324.0
Björn Granath,1,18.632156,65464324.0
Lars Hjelm,1,18.632156,65464324.0
Paolo Bonacelli,1,18.632156,65464324.0
Irina Björklund,1,18.632156,65464324.0
Johan Leysen,1,18.632156,65464324.0
Anna Foglietta,1,18.632156,65464324.0
Stipe Erceg,2,23.1854745,65393198.5
Noah Emmerich,12,18.610363250000002,65358095.666666664
Emily Watson,16,25.593116375,65347055.4375
Jeffrey Jones,10,22.8113608,65338538.8
Stephen Baldwin,4,24.74879175,65251193.0
Steve Nicolson,3,15.357833,65250661.333333336
Kurt Russell,18,22.009543166666663,65244227.05555555
David Aaron Baker,2,29.400340999999997,65180170.5
Glenn Plummer,11,14.799926636363637,65169483.0
Ron Livingston,12,23.23073125,65161497.0
Jesús Ochoa,2,22.738222500000003,65146857.0
Marc Anthony,2,30.4300035,65146857.0
Robert Capron,4,19.1862705,65129464.0
Ben Mendelsohn,9,31.999530444444442,65083939.777777776
Lin Shaye,12,27.605435333333332,65081909.25
Roseanne Barr,3,17.229191333333333,65061158.0
