Name,Department,Frequency,Avg_Popularity,Avg_Revenue
Ronnie Thompson,Production,1,5.0005,0.0
Robert Gavin,Sound,1,21.988861,65705772.0
Robert Gaskill,Crew,1,10.930537,19870567.0
Robert Garrett,Crew,1,24.961625,90000098.0
Robert Garland,Writing,1,20.818567,177200000.0
Ronnie Thompson,Writing,1,5.0005,0.0
Ronen Barzel,Crew,1,106.815545,562816256.0
Robert Griffon Jr.,Art,1,63.654244,46836394.0
Robert Gros,Production,1,2.371477,0.0
Robert Hanchar,Sound,1,73.307513,96060858.0
Ronald Perkins,Art,1,24.085144,119723358.0
Ronald Pierce,Sound,1,28.500913,159616327.0
Ronald Puga,Art,1,38.068736,273339556.0
Robert Hickman,Production,1,6.526588,0.0
Ronald R.E. Hebert,Production,1,40.016306,187112.0
Ronald Roose,Writing,1,18.827753,78382433.0
Robert Henny,Writing,1,2.881239,0.0
Ronald Schlueter,Crew,1,22.644275,181466833.0
Robert Hein,Editing,1,17.923254,195268056.0
Robert Heath,Directing,1,6.679954,0.0
Ronald Schuurbiers,Crew,1,17.193659,21148829.0
Ronald Sinclair,Sound,1,27.934978,57120318.0
Ronald W. Mathews,Crew,1,15.205371,56359980.0
Robert Hamner,Writing,1,34.052253,116643346.0
Robert Gryphon,Production,1,9.976428,0.0
Ronald W. McLeish,Lighting,1,12.541983,0.0
Robert Hall,Writing,1,1.859965,0.0
Robert Hall,Editing,1,2.805351,0.0
Robert Hall,Directing,1,1.859965,0.0
Robert Hackl,Visual Effects,1,12.643703,16974459.0
Ronald Woodward,Camera,1,52.731379,19629760.0
Robert Habros,Visual Effects,1,64.504747,145000000.0
Robert H. Winn,Art,1,35.376971,141220678.0
Ronan Chapalain,Directing,1,4.498368,4074023.0
Ronan Chapalain,Writing,1,4.498368,4074023.0
Robert Guralnick,Production,1,2.711955,0.0
Rondi Scott,Costume & Make-Up,1,89.811154,103215094.0
Robert Guastini,Editing,1,13.932203,0.0
Ronnie Truss,Production,1,9.954848,0.0
Ronnie White,Crew,1,24.085144,119723358.0
Robert Fyvolent,Writing,1,12.677505,32483410.0
Rosalyn Ellis,Crew,1,76.041867,481840909.0
Robert Estrin,Editing,1,1.187671,2832826.0
Rosalie A. Staley,Editing,1,49.517264,48126384.0
Rosalie Carew,Directing,1,115.597753,349424282.0
Robert Eisele,Writing,1,10.84158,30226144.0
Robert Eggers,Writing,1,50.319662,40423945.0
Robert Eggers,Directing,1,50.319662,40423945.0
Rosalie Chilelli,Production,1,50.319662,40423945.0
Rosalie Clayton,Production,1,4.131918,0.0
Robert East,Crew,1,32.940597,32248241.0
Rosalind Lawton,Crew,1,24.598479,173013509.0
Robert Earl,Production,1,48.0343,0.0
Robert Earl,Crew,1,15.205371,56359980.0
Rosalind Wiseman,Writing,1,36.423717,129042871.0
Robert E. Relyea,Production,1,32.044191,137298489.0
Robert F. Blumofe,Production,1,2.094151,0.0
Robert E. Relyea,Directing,1,23.431117,43656822.0
Rosalyn Mitchell,Art,1,60.246978,203427584.0
Rosamund Pike,Crew,1,33.369305,129266061.0
Rosanna Dill,Costume & Make-Up,1,113.161483,311256926.0
Rosanna Mennear,Visual Effects,1,2.418535,0.0
Robert E. Griffith,Writing,1,23.431117,43656822.0
Robert E. Evans,Visual Effects,1,64.928382,303025485.0
Rosanna Ng,Production,1,46.832372,17752940.0
Robert E. Dingle,Crew,1,143.041543,369330363.0
Rosanna Silvio,Costume & Make-Up,1,10.559414,5728213.0
Robert E. Collins,Camera,1,10.861167,0.0
Rosanne Milliken,Production,1,19.940245,5476793.0
Robert Duvall,Writing,1,4.227807,0.0
Rosa Terracciano,Costume & Make-Up,1,6.677926,0.0
Rosa Ortiz,Editing,1,19.747809,85582407.0
Robert Francis,Editing,1,31.789029,224834564.0
Rory Flynn,Camera,1,4.234269,4884663.0
Ronny Graham,Writing,1,39.890798,38119483.0
Robert Fox,Visual Effects,1,36.368839,140175006.0
Roo Maurice,Costume & Make-Up,1,145.364591,233555708.0
Roop Kumar Rathod	 	   ,Sound,1,3.721858,29385320.0
Robert Foulkes,Production,1,22.14595,100654149.0
Robert Foster,Camera,1,77.580661,274470394.0
Robert Fontaine,Writing,1,0.039007,3330.0
Robert Fontaine,Production,1,0.039007,3330.0
Robert Fontaine,Directing,1,0.039007,3330.0
Roopesh Parekh,Writing,1,0.258413,0.0
Robert Florio,Editing,1,6.833164,0.0
Robert Fletcher,Sound,1,15.262492,46770602.0
Rory Enke,Production,1,34.981698,245360480.0
Rory Hinds,Camera,1,67.447636,356613439.0
Rosa Luciani,Costume & Make-Up,1,8.429295,0.0
Rory Soderman,Lighting,1,6.677926,0.0
Robert Fischer,Camera,1,20.374308,21009180.0
Robert Festinger,Writing,1,21.230737,120000.0
Robert Fernandez,Production,1,0.888986,0.0
Rory Stewart Kinnear,Writing,1,21.276864,6038942.0
Robert Fernandez,Crew,1,35.695442,183474602.0
Ros Borland,Production,1,26.286954,48027970.0
Rosa Dias,Costume & Make-Up,1,30.952377,3964682.0
Robert Farrar,Writing,1,6.397042,13801755.0
Robert Farnon,Sound,1,3.598457,2620000.0
Robert Fama,Costume & Make-Up,1,4.358255,2281089.0
Robert F. Warren,Sound,1,18.174804,272742922.0
Rosa Isela Atondo,Costume & Make-Up,1,36.973031,212011111.0
Ronald Parker,Production,1,9.455596,13854000.0
Robert Hoffman,Editing,1,26.58873,76488889.0
Robert Duvall,Directing,1,4.227807,0.0
Ronald Neame,Directing,1,2.637355,0.0
Robert Kopp,Art,1,39.001682,149270999.0
Robert Koo,Writing,1,31.789029,224834564.0
Robert Komatsu,Editing,1,21.095489,75700498.0
Robert Knott,Writing,1,16.074397,20211394.0
Robert Knott,Production,1,16.074397,20211394.0
Ron Milbauer,Writing,1,8.583217,4152230.0
Robert Kirkman,Crew,1,120.09361,519311965.0
Robert Kirby,Production,1,32.271938,82102379.0
Ron Nary,Crew,1,21.607228,29999213.0
Ron Nyswaner,Production,1,20.746932,0.0
Ron Osborn,Writing,1,36.069611,142940100.0
Ron Paley,Art,1,6.722213,0.0
Ron Pekkala,Crew,1,76.840712,362744280.0
Robert King,Production,1,13.318744,215663859.0
Robert Kimmel,Writing,1,4.901936,0.0
Robert Kessel,Production,1,7.173059,0.0
Ron Pipes,Crew,1,20.392858,0.0
Robert Kenner,Writing,1,15.017162,0.0
Robert Kenner,Directing,1,15.017162,0.0
Ron Pogue,Visual Effects,1,138.433168,482860185.0
Robert Karpman,Production,1,8.825113,658573.0
Ron Precious,Camera,1,38.799596,53302314.0
Ron Roberts,Visual Effects,1,3.949796,0.0
Ron Robinson,Production,1,1.367751,0.0
Robert Karlsson,Sound,1,62.641286,415484914.0
Robert Kaplow,Writing,1,3.593165,2336172.0
Robert Kalloch,Costume & Make-Up,1,12.2624,9600000.0
Ron Rosen,Editing,1,13.155999,17800000.0
Robert K. Lambert,Production,1,19.301432,16829545.0
Robert Kraft,Production,1,16.803457,17218080.0
Robert Kraft,Sound,1,13.327372,0.0
Robert Krasker,Camera,1,1.379354,14400000.0
Ron Koeberer,Camera,1,20.967146,17385830.0
Ron Hardman,Crew,1,19.301432,16829545.0
Ron Horwitz,Sound,1,14.518598,21378361.0
Robert Lamkin,Crew,1,24.860326,126216940.0
Robert LaBonge,Camera,1,55.249434,171120329.0
Robert L. Zilliox,Art,1,8.452666,12232628.0
Ron Hutchinson,Writing,1,13.210898,49627779.0
Robert L. Thompson,Art,1,32.079995,494471524.0
Ron James,Crew,1,20.392858,0.0
Ron Judkins,Crew,1,40.413191,920100000.0
Robert L. O'Hara,Camera,1,32.271938,82102379.0
Robert L. Miles,Lighting,1,48.681969,591794936.0
Robert L. Miles,Crew,1,41.845878,309979994.0
Robert L. Lippert Jr.,Editing,1,18.644023,8000000.0
Robert L. Hoyt,Sound,1,4.117968,0.0
Robert Kravis,Production,1,36.921445,56308881.0
Robert L. Boyett,Production,1,4.189378,69701637.0
Robert Kurtzman,Writing,1,64.181668,25836616.0
Ron Mael,Sound,1,2.706207,0.0
Ron McLeod,Crew,1,25.454549,68369434.0
Robert Kurtzman,Production,1,64.181668,25836616.0
Ron McLeod,Production,1,13.118983,0.0
Robert Kuhn,Writing,1,6.786117,0.0
Ron Melrose,Sound,1,14.199933,67347013.0
Ron Mendell,Visual Effects,1,65.948959,358372926.0
Robert Krzeminski,Lighting,1,33.691694,214104620.0
Robert Krebsbach,Lighting,1,4.234269,4884663.0
Ron Michaels,Crew,1,29.97224,330444045.0
Robert Kravitz,Production,1,0.039077,0.0
Ron Shane,Lighting,1,75.290998,457696359.0
Ron Shelton,Crew,1,1.379643,0.0
Ron Shelton,Production,1,10.605084,51142659.0
Ronald F. Maxwell,Production,1,4.362535,12923936.0
Ron Yuan,Crew,1,48.0343,0.0
Ron Yuan,Production,1,7.832337,30199105.0
Robert J. Groden,Crew,1,138.133331,677945399.0
Ron Zorman,Visual Effects,1,106.815545,562816256.0
Robert J. Franco,Art,1,13.939054,10725228.0
Rona Munro,Writing,1,2.832628,0.0
Robert J. Doherty,Directing,1,23.161754,79567667.0
Ronald Allan-Lindblom,Production,1,1.186971,0.0
Robert J. Bacon,Art,1,23.336875,164508066.0
Ronald B. Moore,Visual Effects,1,99.687084,829000000.0
Ronald Day,Art,1,44.511363,10680275.0
Robert J. Avrech,Writing,1,9.525626,8801940.0
Ronald E. Hairston,Crew,1,12.621769,33956608.0
Ronald G. Cogswell,Sound,1,24.353302,67631903.0
Robert J. LaSanka,Production,1,28.500913,159616327.0
Ronald Hairston Jr.,Crew,1,33.238296,171963386.0
Robert Hutchins,Crew,1,37.44963,162000000.0
Ronald I. Caplan,Costume & Make-Up,1,52.731379,19629760.0
Ronald J. Fagan,Editing,1,9.705589,2807854.0
Ronald J. Pure Jr.,Lighting,1,12.621769,33956608.0
Robert Humphreys,Camera,1,25.496926,0.0
Ronald L. Carr,Camera,1,109.528572,263920180.0
Robert Huberman,Directing,1,11.500783,51801187.0
Robert Howland,Art,1,14.961629,14237000.0
Robert How,Production,1,24.672234,15436808.0
Ronald M. Betts,Lighting,1,23.657284,215294342.0
Robert Hopes,Writing,1,10.703602,31148328.0
Robert Hopes,Production,1,10.703602,31148328.0
Ron Woss,Production,1,5.499412,0.0
Robert J. Lattanzio,Art,1,43.815492,131183530.0
Ron Silverman,Production,1,9.904881,16519460.0
Robert Jason,Camera,1,76.840712,362744280.0
Robert K. Feldmann,Lighting,1,40.137264,296655431.0
Robert Judd,Visual Effects,1,27.197799,0.0
Robert Joy,Art,1,60.269279,333932083.0
Robert Joseph,Art,1,42.840582,243843127.0
Robert John Lange,Sound,1,8.870614,22200000.0
Robert John Dubiel,Directing,1,57.889964,109906372.0
Ron Sowden,Art,1,4.544216,0.0
Ron Spang,Editing,1,8.700565,70687344.0
Robert Jiras,Costume & Make-Up,1,19.636044,187884007.0
Robert Jepson,Crew,1,23.316208,59217789.0
Robert Jauregui,Crew,1,13.191829,0.0
Ron Stone,Crew,1,12.379781,0.0
Ron Talsky,Costume & Make-Up,1,11.735287,8000000.0
Robert James Waller,Writing,1,17.606087,182016617.0
Ron Wallekers,Art,1,43.055253,163442937.0
Robert Jaffe,Production,1,10.10364,29882645.0
Ron Tutor,Production,1,1.265683,0.0
Ron Underwood,Production,1,11.095219,0.0
Robert J. Visciglia Sr.,Art,1,4.495256,11000000.0
Robert J. Ulrich,Production,1,8.001156,2850263.0
Robert J. Thissen,Crew,1,0.578798,10508.0
Ron Vargas,Camera,1,19.045146,63102666.0
Ron Vignone,Editing,1,28.200874,190213455.0
Robert J. San Martin,Camera,1,25.316146,73180723.0
Robert J. Reilly,Lighting,1,24.855701,285444603.0
Robert J. Miller,Sound,1,14.970654,638641.0
Robert J. Miller,Crew,1,3.281509,12800000.0
Ron W. Miller,Production,1,8.265317,35841901.0
Robert Duvall,Production,1,17.697042,39462438.0
Robert Dunn,Writing,1,13.932203,0.0
Ru Zhai,Editing,1,23.607392,177394432.0
Ross Perkin,Art,1,43.055253,163442937.0
Robert Barcelona,Camera,1,67.33767,286140700.0
Robert Bain,Sound,1,12.854853,111858363.0
Robert Baer,Writing,1,16.871194,94000000.0
Robert Baberske,Camera,1,32.351527,650422.0
Robert B. Weide,Writing,1,53.811461,66980456.0
Robert B. Weide,Directing,1,16.785866,17286299.0
Robert B. Sherman,Sound,1,59.961523,102272727.0
Robert B. Parker,Writing,1,16.074397,20211394.0
Rowena Radbury,Directing,1,10.559414,5728213.0
Rowena Wilkinson,Sound,1,25.30216,209696.0
Rowena Zande,Production,1,3.94487,0.0
Robert Arthur,Production,1,0.709143,20000000.0
Rowland Leigh,Writing,1,2.968235,2736000.0
Robert Anderson,Writing,1,3.281509,12800000.0
Robert Anderson,Lighting,1,38.0958,60780981.0
Roxana Alexandru ,Art,1,107.376788,880674609.0
Robert Anderson,Camera,1,125.114374,538983207.0
Robert Amerian Jr.,Lighting,1,65.948959,358372926.0
Roxane Fechner,Visual Effects,1,27.916284,52826594.0
Roxanna Floyd,Costume & Make-Up,1,55.249434,171120329.0
Roxanne Brooks,Art,1,25.391899,91636986.0
Robert Althoff,Sound,1,51.915025,23057115.0
Robert Althoff,Crew,1,29.01153,24793509.0
Robert Allicock,Costume & Make-Up,1,33.884459,151493655.0
Robert Allen Jr.,Lighting,1,48.572726,591739379.0
Robert Alan Aurthur,Writing,1,5.159407,37823676.0
Robert Alan Aurthur,Production,1,5.159407,37823676.0
Roy A. Grace,Crew,1,5.882208,57231524.0
Roy Alon,Crew,1,25.877794,212404396.0
Robert Bardy,Crew,1,18.65988,13100000.0
Robert Bardy,Lighting,1,91.332849,441818803.0
Robert Barocci,Camera,1,2.62082,5001655.0
Robert Berman,Editing,1,41.380094,544272402.0
Ross Richie,Production,1,42.881415,131940411.0
Ross Riege,Camera,1,31.565117,61548707.0
Robert Bloch,Writing,1,93.067866,32000000.0
Robert Bleckman,Costume & Make-Up,1,2.502487,229074524.0
Ross Shuman,Art,1,0.948316,0.0
Robert Blalack,Visual Effects,1,46.116885,83453539.0
Ross Stewart,Art,1,39.539045,107139399.0
Robert Bischoff,Editing,1,1.280733,0.0
Ross Thomas,Production,1,3.949796,0.0
Ross Thomas,Writing,1,9.122828,0.0
Robert Betts,Art,1,35.310712,281929795.0
Rossana DeCampo,Crew,1,23.227877,0.0
Rossano Galante,Crew,1,35.376971,141220678.0
Robert Benton,Writing,1,48.507081,300218018.0
Robert Bauer,Production,1,9.67299,22179430.0
Robert Bentley,Writing,1,0.138564,0.0
Rossano Galante,Sound,1,38.126095,167977596.0
Rossella Gregorio,Costume & Make-Up,1,32.523573,8371085.0
Robert Bennett,Writing,1,0.783842,0.0
Robert Bennett,Production,1,0.783842,0.0
Robert Bennett,Directing,1,0.783842,0.0
Rosslyn Abernethy,Art,1,8.708229,6739141.0
Robert Benjamin,Production,1,6.764437,11130889.0
Robert Benedict,Editing,1,139.575085,211817906.0
Roulis Alahouzos,Crew,1,28.858238,110197.0
Robert Bella,Crew,1,42.191509,124272124.0
Robert Bell,Costume & Make-Up,1,17.455024,136159423.0
Robert Beck,Crew,1,49.975409,318000141.0
Roy Baker,Sound,1,45.99611,173046663.0
Roy Bean,Crew,1,27.684779,136885767.0
Robert Adetuyi,Directing,1,2.873796,0.0
Roy Puddefoot,Crew,1,22.583834,14564027.0
Robbie Stamp,Production,1,51.742065,104478416.0
Roy Huggins,Writing,1,54.884297,368875760.0
Roy Knyrim,Crew,1,10.424596,0.0
Robbie Robertson,Production,1,3.277287,321952.0
Robbie Lee,Crew,1,57.673932,41037742.0
Roy L. Downey,Crew,1,64.025031,23341568.0
Roy Larner,Lighting,1,30.271066,26010864.0
Robbie Greenberg,Writing,1,18.676291,50650079.0
Roy Meadows,Sound,1,9.815394,0.0
Roy Moore,Writing,1,4.134327,21510851.0
Roy N. Sickner,Production,1,14.970654,638641.0
Roy N. Sickner,Writing,1,14.970654,638641.0
Roy Naisbitt,Art,1,2.439184,669276.0
Robbie Fox,Writing,1,17.932561,0.0
Robby Baumgartner,Camera,1,64.928382,303025485.0
Robbie Consing,Writing,1,21.218,222231186.0
Robbie Clot,Crew,1,418.708552,1513528810.0
Roy Rodgers,Art,1,14.179538,82150642.0
Roy Rodhouse,Lighting,1,41.089863,0.0
Roy Rossotti,Art,1,41.286336,69995385.0
Roy Sato,Visual Effects,1,26.074908,85131830.0
Robbie Bolick,Art,1,35.099611,54700105.0
Roy Scammell,Crew,1,94.184658,104931801.0
Robb Wilson,Sound,1,22.991269,73648228.0
Robb Williamson,Sound,1,27.631262,40828540.0
Roy Waldspurger,Sound,1,9.590373,0.0
Robb W. Ward,Art,1,34.070054,140464664.0
Roz Lowrie,Crew,1,20.679652,82466670.0
Robby Bartholomew,Sound,1,19.045146,63102666.0
Roy Huggins,Production,1,54.884297,368875760.0
Roy Berkowitz,Crew,1,20.392858,0.0
Roy Charman,Sound,1,30.515175,190458706.0
Roy Birchley,Editing,1,22.583834,14564027.0
Roy Bogy,Production,1,11.431434,0.0
Roy Branch,Lighting,1,53.905592,474968763.0
Robert A. Maisto,Art,1,10.341982,15938065.0
Roy Burger,Crew,1,66.003433,158733820.0
Robert A. Heinlein,Writing,1,58.782359,121214377.0
Robert A. Haynes,Editing,1,5.485217,0.0
Robert A. Harris,Production,1,41.286336,69995385.0
Roy Button,Directing,1,30.515175,190458706.0
Roy Ceballos,Crew,1,23.316208,59217789.0
Roy Chapman,Crew,1,20.362373,3983997.0
Robert A. Burns,Art,1,29.262427,30859000.0
Roy Charman,Crew,1,67.66094,183316455.0
Roy Clarke,Crew,1,115.040024,374218673.0
Roy H. Wagner,Camera,1,17.304055,44793222.0
Robert 'Show' Lopez,Art,1,4.844451,34411240.0
Robert 'Duckie' Carpenter,Crew,1,73.567232,23875127.0
Roy E. Peterson,Editing,1,27.600843,44196684.0
Robert 'Cass' McEntee,Art,1,20.304235,64110728.0
Robert 'Buzz' Henry,Crew,1,14.970654,638641.0
Roy Edward Disney,Production,1,14.530946,90874570.0
Robert 'Bobby Z' Zajonc,Camera,1,136.747729,28341469.0
Robby Terry,Lighting,1,418.708552,1513528810.0
Roy Erickson,Crew,1,26.69592,114908830.0
Robby Henson,Directing,1,1.946715,0.0
Robby Green,Art,1,15.585138,115101622.0
Roy Field,Visual Effects,1,30.515175,190458706.0
Roy Furness,Lighting,1,18.379124,100000000.0
Robert Boas,Visual Effects,1,95.914473,347234916.0
Robert Bonino,Art,1,15.205371,56359980.0
Rose Damon,Directing,1,10.322858,0.0
Robert Branham,Art,1,16.90444,178127760.0
Roseanne Fiedler,Costume & Make-Up,1,35.350303,32438988.0
Rosemary Lara,Production,1,5.882208,57231524.0
Robert Dawson,Visual Effects,1,25.949277,161001698.0
Rosemary Odell,Costume & Make-Up,1,22.139842,13129846.0
Robert Dawson,Art,1,19.708731,114660784.0
Robert Dawn,Costume & Make-Up,1,93.067866,32000000.0
Rosemary Zurlo,Costume & Make-Up,1,12.379781,0.0
Robert Davidson,Art,1,8.591387,8900000.0
Rosen Stefanov,Art,1,22.888173,42333295.0
Rosey,Sound,1,10.411996,154749918.0
Roshelle Berliner,Art,1,11.637458,3830137.0
Rosica Canovska,Costume & Make-Up,1,15.213484,49111202.0
Rosie Alison,Production,1,34.821223,20416563.0
Robert D. Webb,Directing,1,1.444258,9000000.0
Rosie Duprat Fort,Costume & Make-Up,1,11.510281,31155435.0
Robert D. Wachs,Writing,1,25.28436,299965036.0
Rosie Goodwin,Art,1,110.153618,716392705.0
Rosie Hackett,Costume & Make-Up,1,3.362045,12.0
Rosie Jones,Art,1,12.818441,0.0
Robert D. Bailey,Visual Effects,1,45.707835,424208848.0
Robert Crowley,Art,1,10.520961,236350661.0
Robert Crippen,Production,1,3.637857,0.0
Robert Crippen,Directing,1,33.555764,28650575.0
Rosie Richardson,Crew,1,132.397737,876688482.0
Robert Crawford Jr.,Production,1,28.500913,159616327.0
Rosilyn Heller,Production,1,11.237374,0.0
Robert Crais,Writing,1,23.663713,77944725.0
Rosino Serrano,Sound,1,2.179428,0.0
Robert Cormack,Art,1,47.651878,267447150.0
Robert DeGrazia,Costume & Make-Up,1,4.362535,12923936.0
Robert DeVine,Crew,1,36.069611,142940100.0
Roseanne Barr,Crew,1,15.205371,56359980.0
Robert Downey Jr.,Production,1,42.472324,83719388.0
Robert Duncan,Sound,1,13.118983,0.0
Robert Duncan,Crew,1,132.397737,876688482.0
Rose Ganguzza,Production,1,26.259389,19504039.0
Robert Dulys,Crew,1,15.205371,56359980.0
Rose Ghavami,Production,1,3.905877,0.0
Rose Gregoris,Sound,1,15.262492,46770602.0
Robert Ducey,Crew,1,51.146047,124596398.0
Robert Drumheller,Art,1,35.892034,38251425.0
Robert Driskell,Lighting,1,23.316208,59217789.0
Rose Leiker,Crew,1,12.564554,3387000.0
Robert Draper,Camera,1,8.008844,11642254.0
Robert Doyle,Production,1,11.19602,45892212.0
Robert Doyle,Editing,1,5.759493,0.0
Rose Marie Echeverria,Crew,1,8.403859,2275557.0
Roseanna O. Samantha Istance,Production,1,17.193659,21148829.0
Robert Doudell,Production,1,19.585801,145793296.0
Rose Smith,Editing,1,3.232447,8394751.0
Robert DiGrigoli,Crew,1,12.379781,0.0
Rose Steinberg,Directing,1,9.903992,8500000.0
Rose Valland,Writing,1,4.49029,6800000.0
Robert DiGrigoli,Art,1,26.153669,60289912.0
Rose Wicksteed,Production,1,68.794673,320170008.0
Rose Worley,Art,1,120.965743,956019788.0
Robert Deming,Crew,1,4.192064,0.0
Robert Dell,Crew,1,4.844451,34411240.0
Roseann Milano,Costume & Make-Up,1,32.908414,92913171.0
Robert Deege,Production,1,10.073144,0.0
Roseanna Diana,Costume & Make-Up,1,21.865021,33788161.0
Ross A. Maehl,Lighting,1,72.19808,117235147.0
Ross Adams,Sound,1,29.787135,26673242.0
Robert Consing,Crew,1,38.068736,273339556.0
Robert Byrne,Visual Effects,1,1.88484,0.0
Robert C. Powers,Visual Effects,1,9.378688,17507368.0
Ross Johnson,Visual Effects,1,7.326034,0.0
Ross Jones,Camera,1,21.394281,96105964.0
Ross Katz,Camera,1,66.925866,14661007.0
Robert C. Decker,Production,1,9.448517,23619609.0
Robert C. Cooper,Writing,1,8.591387,8900000.0
Ross La Terra,Art,1,91.332849,441818803.0
Robert C. Cooper,Production,1,8.591387,8900000.0
Ross Levine,Production,1,6.978907,56825.0
Robert C. Cooper,Directing,1,8.591387,8900000.0
Ross M. Dinerstein,Production,1,11.882563,22000.0
Ross Macdonald,Crew,1,10.660441,25819961.0
Robert C. Brooke,Crew,1,19.258041,68106245.0
Robert Buxton,Crew,1,95.914473,347234916.0
Ross Grayson Bell,Production,1,146.757391,100853753.0
Robert Butler,Directing,1,4.700024,11466088.0
Robert Burks,Camera,1,6.920873,7000000.0
Robert Burg,Art,1,45.99611,173046663.0
Ross Macdonald,Writing,1,2.938973,12000000.0
Robert Bull,Crew,1,9.780588,0.0
Ross McGarva,Art,1,10.322858,0.0
Robert Buckner,Writing,1,1.444258,9000000.0
Ross Melling,Art,1,14.562197,36993168.0
Robert Brooks Mendel,Production,1,5.894163,38793283.0
Ross Nathan,Production,1,59.454473,55198285.0
Robert Brener,Writing,1,15.67747,39267515.0
Robert Braun,Art,1,21.394281,96105964.0
Ross Newton,Crew,1,120.09361,519311965.0
Ross Jensen,Production,1,24.210698,1755212.0
Ross Gallo,Crew,1,32.829538,516642939.0
Ross Alan Weinberg,Production,1,5.350423,0.0
"Ross Bagdasarian, Jr.",Writing,1,27.867368,233755553.0
Robert Conrad,Crew,1,136.747729,28341469.0
Ross Albert,Editing,1,11.225044,14144000.0
Robert Collector,Writing,1,7.222985,14358033.0
Ross Anderson,Crew,1,82.975841,108782847.0
Robert Clatworthy,Art,1,93.067866,32000000.0
Ross Anderson,Lighting,1,59.547928,469160692.0
Robert Chomiak,Writing,1,5.244518,426224.0
Ross Bagdasarian,Production,1,47.336034,361366633.0
Robert Chiu,Costume & Make-Up,1,32.044191,137298489.0
Robert Chinello,Camera,1,50.073575,238207122.0
Ross Bagdasarian,Writing,1,29.412262,443140005.0
Robert Chen,Editing,1,71.496894,287506194.0
Robert Chase,Costume & Make-Up,1,34.035114,235926552.0
Ross Bradshaw,Art,1,23.465539,17869048.0
Ross Fraser,Art,1,27.465433,102244770.0
Ross Canter,Production,1,7.946769,10070000.0
Robert Chappell,Camera,1,0.888986,0.0
Ross Davis,Sound,1,13.971674,4505922.0
Robert Cavallo,Sound,1,10.433667,31670620.0
Robert Cavallo,Production,1,21.272734,198685114.0
Robert Cary,Directing,1,0.595136,0.0
Ross Duffer,Writing,1,0.322553,0.0
Ross Emery,Crew,1,14.562197,36993168.0
Robert Carli,Sound,1,10.789912,0.0
Robert Capan,Crew,1,44.490453,211643158.0
Robert Camron,Art,1,60.929352,450717150.0
Robert Calcagno,Visual Effects,1,12.822534,0.0
Robert C. Yu,Production,1,6.328665,0.0
Ron Hansen,Writing,1,35.53352,14711793.0
Ron Grover,Camera,1,26.356697,43000000.0
Ron Gress,Crew,1,109.528572,263920180.0
Rodrigo Flores López,Sound,1,1.771584,0.0
Roger Barton,Production,1,30.863434,249288105.0
Roberto Cinquini,Editing,1,38.771062,14500000.0
Roger Basquette,Crew,1,10.660441,25819961.0
Roberto Cavalli,Production,1,6.760922,5410749.0
Roger Birnbaum,Crew,1,49.510658,412800000.0
Roger Bojarski Jr.,Crew,1,69.405188,435000000.0
Roger Bowles,Art,1,1.769593,0.0
Roger Burton,Costume & Make-Up,1,17.842246,7563728.0
Roberto Campanella,Visual Effects,1,32.927994,97607453.0
Roberto Campanella,Crew,1,50.561849,117831631.0
Roberto Barbona,Camera,1,16.681269,159212469.0
Roger Christian,Directing,1,7.89147,21400000.0
Roberto Aguirre-Sacasa,Writing,1,63.848541,82394288.0
Roberto A. Quezada,Production,1,5.003615,7282851.0
Roger Crandall,Art,1,9.302349,17768757.0
Roberta Raposo,Art,1,77.580661,274470394.0
Roger Creed,Crew,1,36.444894,86273333.0
Roger Danchik,Art,1,11.064228,373967.0
Roger Daniell,Sound,1,36.125715,250200000.0
Roberta Farkas,Crew,1,14.209329,55041367.0
Roberta Doheny,Sound,1,14.730796,18090181.0
Roger Dobson,Editing,1,8.39685,0.0
Roger Dole,Art,1,25.454549,68369434.0
Roger Donaldson,Production,1,8.450513,0.0
Roger Donaldson,Writing,1,8.450513,0.0
Robert de Vico,Art,1,34.917447,30471.0
Roger Donegan,Crew,1,34.070054,140464664.0
Roger Dudley,Sound,1,73.567232,23875127.0
Roger Feenstra,Camera,1,31.974359,143695338.0
Roberto Cirla,Directing,1,31.802807,79114085.0
Roger Avary,Production,1,35.601665,195735876.0
Roger Avary,Crew,1,66.925866,14661007.0
Roberto Sneider,Production,1,18.422327,56298474.0
Rodrigo García,Writing,1,5.517597,0.0
Robin Ator,Writing,1,17.971883,35387212.0
Robin Aristorenas,Visual Effects,1,4.901936,0.0
Robin Antin,Crew,1,18.65632,68696770.0
Rodrigo Goncalves Venceloski,Visual Effects,1,66.242737,140752617.0
Robin Allen,Crew,1,8.584398,69631118.0
Rodrigo Guerrero,Crew,1,3.027892,0.0
Rodrigo Guerrero,Production,1,3.027892,0.0
Roberts Gannaway,Writing,1,4.098444,3566637.0
Rodrigo Gutierrez,Crew,1,23.413188,0.0
Rodrigo Lamounier,Production,1,23.604936,0.0
Rodrigo Leão,Sound,1,32.105328,115922175.0
Roberto Velocchio,Art,1,0.700127,0.0
Roberto Smith,Visual Effects,1,19.258041,68106245.0
Roger Altmann,Lighting,1,2.611364,0.0
Rodrigo Mourão,Camera,1,2.611364,0.0
Rodrigo Pimentel,Writing,1,23.604936,0.0
Rodrigo Rojas Echaiz,Visual Effects,1,17.845161,6833445.0
Rodrigo S. Tomasso,Visual Effects,1,25.894065,33965843.0
